epoch,train_acc,test_acc,train_loss,test_loss
0,0.008290816326530613,0.00807651411741972,4.6722356802752225,4.64251184463501
10,0.09800170068027211,0.0008501593838445842,4.091080834265469,5.2123703956604
20,0.49362244897959184,0.005951115861535072,2.5235247352496297,5.775922775268555
30,0.9761904761904762,0.03145589679479599,0.4632599781565115,6.199785232543945
40,1.0,0.05377257987856865,0.05613668757129689,6.3523759841918945
50,1.0,0.06312433630228043,0.02502354726093967,6.497193813323975
60,1.0,0.0688629075884819,0.015127514843784627,6.588245391845703
70,1.0,0.07268862426280975,0.010332080979077589,6.673969745635986
80,1.0,0.07502656430006027,0.007572721461860501,6.739859580993652
90,1.0,0.07927735894918442,0.0058318711563843445,6.803523540496826
100,1.0,0.08034006506204605,0.004626439931821458,6.854324817657471
110,1.0,0.08204037696123123,0.0037677927864525392,6.904388427734375
120,1.0,0.08395323902368546,0.0031214468450393197,6.953218936920166
130,1.0,0.08586610108613968,0.00262861686986776,6.994359493255615
140,1.0,0.08586610108613968,0.0022408655356793176,7.034388065338135
150,1.0,0.0882040336728096,0.0019314140651603133,7.069920539855957
160,1.0,0.08884165436029434,0.001682308973700163,7.108431816101074
170,1.0,0.08990435302257538,0.0014730355746689298,7.140023231506348
180,1.0,0.09117959439754486,0.0012995094697618363,7.174440383911133
190,1.0,0.08990435302257538,0.0011537693382310523,7.204808712005615
200,1.0,0.09266737103462219,0.001029891882180458,7.235669136047363
210,1.0,0.09373006969690323,0.0009224185479336045,7.263485431671143
220,1.0,0.09373006969690323,0.0008301434259969412,7.2890143394470215
230,1.0,0.09458023309707642,0.0007501201910841069,7.31845760345459
240,1.0,0.09479276835918427,0.0006796554476181108,7.341800689697266
250,1.0,0.09500531107187271,0.0006178485920183918,7.365358352661133
260,1.0,0.0958554670214653,0.000563145001802188,7.388673782348633
270,1.0,0.09564293175935745,0.000514700792200838,7.415571689605713
280,1.0,0.09649308770895004,0.0004714800400871682,7.439019203186035
290,1.0,0.09734325110912323,0.000432765529669986,7.459977626800537
300,1.0,0.09798087179660797,0.00039794575719980104,7.487181186676025
310,1.0,0.09904357045888901,0.00036686779254078105,7.505692958831787
320,1.0,0.09883102774620056,0.00033841851000281266,7.5306901931762695
330,1.0,0.0998937264084816,0.00031280336995786497,7.550577163696289
340,1.0,0.10138150304555893,0.00028953716759950077,7.572186470031738
350,1.0,0.10138150304555893,0.00026840610698112573,7.591066837310791
360,1.0,0.10286928713321686,0.00024894242639000825,7.6114888191223145
370,1.0,0.10201912373304367,0.00023144740145257517,7.632082939147949
380,1.0,0.10201912373304367,0.00021503251093458765,7.650906562805176
390,1.0,0.10329436510801315,0.00020016076826873762,7.67075252532959
400,1.0,0.1039319857954979,0.00018641598699661922,7.689856052398682
410,1.0,0.10584484040737152,0.00017391079419045425,7.708597183227539
420,1.0,0.10541976243257523,0.0001622442755773727,7.729405403137207
430,1.0,0.10584484040737152,0.00015150277341199645,7.750091552734375
440,1.0,0.10648246109485626,0.00014157260961745086,7.766622066497803
450,1.0,0.10626992583274841,0.0001324584024964648,7.785037517547607
460,1.0,0.10648246109485626,0.0001239767048640975,7.806454181671143
470,1.0,0.1075451597571373,0.00011608068756822521,7.823040008544922
480,1.0,0.10733262449502945,0.00010873190291442901,7.842390060424805
490,1.0,0.10775770246982574,0.00010196963077859295,7.859709739685059
500,1.0,0.10839532315731049,9.560642868310505e-05,7.87843656539917
510,1.0,0.10945802181959152,8.971827044500177e-05,7.896923065185547
520,1.0,0.10988309979438782,8.418920788863281e-05,7.912003517150879
530,1.0,0.10945802181959152,7.908562378249872e-05,7.929777145385742
540,1.0,0.11030817776918411,7.42615629613184e-05,7.9495954513549805
550,1.0,0.1111583411693573,6.982443736807513e-05,7.965679168701172
560,1.0,0.110733263194561,6.56308152088832e-05,7.985842704772949
570,1.0,0.1111583411693573,6.173104591244756e-05,8.001484870910645
580,1.0,0.11179596185684204,5.80836499126099e-05,8.019299507141113
590,1.0,0.11179596185684204,5.4657435872026584e-05,8.036947250366211
600,1.0,0.11243357509374619,5.144642495813932e-05,8.057332992553711
610,1.0,0.11243357509374619,4.8434913278593787e-05,8.06908893585205
620,1.0,0.11285866051912308,4.5617675879133904e-05,8.087718963623047
630,1.0,0.11370881646871567,4.298045505059972e-05,8.107549667358398
640,1.0,0.11392135918140411,4.0500008835311546e-05,8.122852325439453
650,1.0,0.11370881646871567,3.8184170618330186e-05,8.139660835266113
660,1.0,0.11392135918140411,3.599561570227292e-05,8.1559476852417
670,1.0,0.11498405784368515,3.392767891399467e-05,8.173927307128906
680,1.0,0.11455897986888885,3.199734100216657e-05,8.193174362182617
690,1.0,0.11562167853116989,3.0179867757223767e-05,8.206542015075684
700,1.0,0.11583421379327774,2.8466189141166682e-05,8.225138664245605
710,1.0,0.11604675650596619,2.6870901244680625e-05,8.24279499053955
720,1.0,0.11625929921865463,2.536645998978721e-05,8.259092330932617
730,1.0,0.11583421379327774,2.3940347116159395e-05,8.277738571166992
740,1.0,0.11732199788093567,2.2599201576271867e-05,8.29562759399414
750,1.0,0.11710945516824722,2.132619708706387e-05,8.310100555419922
760,1.0,0.11732199788093567,2.01468278368227e-05,8.328962326049805
770,1.0,0.11817215383052826,1.9020421172988752e-05,8.343900680541992
780,1.0,0.1192348524928093,1.7968213103900088e-05,8.358429908752441
790,1.0,0.11944739520549774,1.6968841133397675e-05,8.376662254333496
800,1.0,0.1192348524928093,1.603135181348185e-05,8.393953323364258
810,1.0,0.11902231723070145,1.5147485373126735e-05,8.411593437194824
820,1.0,0.1192348524928093,1.4318457287037349e-05,8.42670726776123
830,1.0,0.11965993046760559,1.3529442723517364e-05,8.443832397460938
840,1.0,0.11987247318029404,1.2787436760994082e-05,8.461278915405273
850,1.0,0.12093517184257507,1.2084988614698306e-05,8.476341247558594
860,1.0,0.12051009386777878,1.1424455218495038e-05,8.492794036865234
870,1.0,0.12051009386777878,1.0800818760186785e-05,8.508918762207031
880,1.0,0.12114771455526352,1.021010092433683e-05,8.526284217834473
890,1.0,0.12136024981737137,9.658282684218882e-06,8.540212631225586
900,1.0,0.12199787050485611,9.134770938495039e-06,8.558321952819824
910,1.0,0.12199787050485611,8.634066312990806e-06,8.572577476501465
920,1.0,0.12157279253005981,8.165773814201567e-06,8.591339111328125
930,1.0,0.12221041321754456,7.723634021172972e-06,8.607245445251465
940,1.0,0.12263549119234085,7.306683655275067e-06,8.625590324401855
950,1.0,0.12348564714193344,6.911476563744851e-06,8.640898704528809
960,1.0,0.12327311187982559,6.538342169275528e-06,8.658337593078613
970,1.0,0.12348564714193344,6.1845181106308994e-06,8.675106048583984
980,1.0,0.12433581054210663,5.8527666562415825e-06,8.692651748657227
990,1.0,0.12412326782941818,5.536321929625677e-06,8.706043243408203
1000,1.0,0.12348564714193344,5.238477820521624e-06,8.725212097167969
1010,1.0,0.12497343122959137,4.95654842711856e-06,8.738930702209473
1020,1.0,0.12454835325479507,4.692104923168433e-06,8.756147384643555
1030,1.0,0.1256110519170761,4.441346041536471e-06,8.773646354675293
1040,1.0,0.1260361224412918,4.202548459906378e-06,8.789129257202148
1050,1.0,0.1264612078666687,3.976193743348668e-06,8.806595802307129
1060,1.0,0.12624867260456085,3.7625100512927093e-06,8.820706367492676
1070,1.0,0.1273113638162613,3.5607369317076023e-06,8.837692260742188
1080,1.0,0.1273113638162613,3.3693286968009243e-06,8.854369163513184
1090,1.0,0.12709882855415344,3.1864860860890626e-06,8.870728492736816
1100,1.0,0.12773644924163818,3.0184177929953454e-06,8.887171745300293
1110,1.0,0.1273113638162613,2.8586615374844185e-06,8.903107643127441
1120,1.0,0.12879914045333862,2.7036950863240687e-06,8.919560432434082
1130,1.0,0.12922422587871552,2.558535917611697e-06,8.937767028808594
1140,1.0,0.12837406992912292,2.420548473471054e-06,8.95116901397705
1150,1.0,0.12943676114082336,2.290797235472302e-06,8.968897819519043
1160,1.0,0.12922422587871552,2.1683697886313597e-06,8.984987258911133
1170,1.0,0.12879914045333862,2.052429945375529e-06,9.000221252441406
1180,1.0,0.12943676114082336,1.942369259162982e-06,9.016837120056152
1190,1.0,0.12943676114082336,1.8395059311972415e-06,9.035245895385742
1200,1.0,0.12922422587871552,1.7407225995571737e-06,9.049337387084961
1210,1.0,0.12901169061660767,1.6486548283060663e-06,9.067545890808105
1220,1.0,0.12901169061660767,1.558411754001786e-06,9.086067199707031
1230,1.0,0.1296493113040924,1.4746562446136251e-06,9.101456642150879
1240,1.0,0.1300743818283081,1.3936629495194928e-06,9.118448257446289
1250,1.0,0.12986184656620026,1.3185237624687336e-06,9.135568618774414
1260,1.0,0.130499467253685,1.2459186658581071e-06,9.151837348937988
1270,1.0,0.1300743818283081,1.1787115656979144e-06,9.168133735656738
1280,1.0,0.1300743818283081,1.115964511548239e-06,9.18525218963623
1290,1.0,0.1313496232032776,1.0557516839535495e-06,9.20271110534668
1300,1.0,0.1313496232032776,9.987574606625737e-07,9.219246864318848
1310,1.0,0.13113708794116974,9.450575431883964e-07,9.235282897949219
1320,1.0,0.13113708794116974,8.918138374598488e-07,9.250882148742676
1330,1.0,0.1313496232032776,8.449563169899168e-07,9.26849365234375
1340,1.0,0.13113708794116974,7.972117959577939e-07,9.285344123840332
1350,1.0,0.1309245377779007,7.535727680381873e-07,9.30200481414795
1360,1.0,0.1313496232032776,7.113528236963631e-07,9.316298484802246
1370,1.0,0.13113708794116974,6.739732167311032e-07,9.332915306091309
1380,1.0,0.13156215846538544,6.350731380233792e-07,9.349655151367188
1390,1.0,0.13156215846538544,6.011400968059609e-07,9.363929748535156
1400,1.0,0.13219977915287018,5.674350897303763e-07,9.380690574645996
1410,1.0,0.13283739984035492,5.375060567883115e-07,9.39633560180664
1420,1.0,0.13241232931613922,5.060818396913772e-07,9.411980628967285
